,Tags,rata_disability_2013.json_presence,rata_disability_2013.json_type,rata_disability_2014.json_presence,rata_disability_2014.json_type,rata_disability_2015.json_presence,rata_disability_2015.json_type,rata_disability_2016.json_presence,rata_disability_2016.json_type,rata_disability_2017.json_presence,rata_disability_2017.json_type,rata_disability_2018.json_presence,rata_disability_2018.json_type,rata_disability_2021.json_presence,rata_disability_2021.json_type,rata_disability_current_expanded_full.json_presence,rata_disability_current_expanded_full.json_type
690,Link muet,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
691,Mute Toby Smith | Tubbo_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
692,Blind Hiccup Horrendous Haddock III_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
693,Disabled Hinata Shouyou,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
694,temporarily blind Jaskier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
695,Changkyun is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
696,also ft. dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
697,Dick Grayson is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
698,sudden deafness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
699,Disablilities,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
700,It's Disability Positive Tho,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
701,disability fetishism,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
702,Mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
703,Blind!Laura,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
704,ptsd mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
705,Blind A-Qing,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
706,Possible selective mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
707,Blind Erik Lehnsherr,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
708,Mute Justin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
709,Derek is practically mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
710,day 6-blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
711,Dyslexia_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
712,Disabled Eren Yeager_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
713,Eddie’s In A Wheelchair,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
714,blind shoto,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
715,Deaf Todoroki Shouto_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
716,Blind! Xiao XingChen,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
717,Deaf Levi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
718,Dewey Duck Has Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
719,Deaf Clarke Griffin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
720,gojo is going blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
721,blind roxy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
722,Blind!Phil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
723,Blind Minghao,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
724,Deaf! Midoriya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
725,Akaashi is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
726,mute!dan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
727,Very Dyslexic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
728,Blind Technoblade (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
729,Mute Crowley (Good Omens),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
730,Mute Ariel (Disney)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
731,Blind Adrien AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
732,Selectively Mute Dan Howell,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
733,disabled charles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
734,Deaf!Eren Jaeger,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
735,Dyslexic Harry Potter_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
736,the disabled character refers to herself as a cripple,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
737,blind!Erik,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
738,blind!Chuuya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
739,these are my characters so the queer stuff and disability stuff is ALWAYS canon,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
740,Main character disabled AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
741,Quirk Use to Lessen Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
742,Disability Accommodation,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
743,Deaf Ian Gallagher_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
744,Deaf Jirou Kyouka,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
745,Mute Drifter,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
746,Selective Mute Jonathan “Jon” Sims | The Archivist,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
747,Blind Eret (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
748,Felix is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
749,Blind GeorgeNotFound (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
750,Niall is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
751,Enforced Muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
752,Mental-disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
753,Victor isn't totally mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
754,deaf Hartley,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
755,Disability Torture,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
756,Bind Xiǎo Xīngchén,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
757,selectively mute max caulfield,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
758,Deaf Sawamura Daichi,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
759,Partially Blind Character(s),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
760,Mute Lexa (The 100)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
761,Zhongli is Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
762,Disability-adjacent,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
763,残疾设定有,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
764,Mute!Marco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
765,Nines is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
766,blind!Clarke,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
767,Disability Superpower,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
768,Hard of Hearing Carmilla,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
769,Blind Hanzo Shimada,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
770,Deaf Child Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
771,Blind John Watson,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
772,Slightly Blind! Castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
773,Mute Gabriel (Supernatural),False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
774,blind!Katsuki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
775,tony is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
776,Mute Victor Grantz | Postman,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
777,levi blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
778,Blind Kurt Hummel_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
779,she's also mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
780,Magically Cured Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
781,Janus Sanders is blind in one eye,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
782,Like Mute by Choice,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
783,D/deafness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
784,Deaf Dean Winchester,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
785,Canon Disabled Characater,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
786,Disabled Harry_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
787,Blind!Ishimaru,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
788,Day 7 - Blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
789,Physical disability mentioned,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
790,Muteness_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
791,Blind Deceit | Janus Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
792,This isn’t to fetishise disability!,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
793,Mute Connor (Detroit: Become Human)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
794,Deaf Din Djarin,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
795,Major Character injury/disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
796,cieco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
797,Major Character Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
798,Selectively Mute Louis,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
799,Deaf!Logan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
800,Disabled GoodTimesWithScar,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
801,Hoseok esta ciego,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
802,Descriptions of Severed Limb,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
803,Cassandra Cain can't speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
804,actually blind a-qing,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
805,Disability: Epilepsy,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
806,insensitive language around mental and physical disability seen in this time period,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
807,mental disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
808,Deaf! Jason,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
809,deaf!eren yeager,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
810,Canon Acquired Disability - Freeform,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
811,Selectively Mute Deceit | Janus Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
812,also: mute main player sort of character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
813,what rare disability is like,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
814,#blind!Stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
815,Positive attitudes to disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
816,Mute Hank J*d* Wimbleton,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
817,Mute Draco Malfoy,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
818,Disability written about by a Disabled person,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
819,(spoiler) disability,False,,False,,False,,False,,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag
820,Mute Jared Padalecki,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
821,Min Yoongi Has Selective Mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
822,Mute Lexa (The 100),False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
823,Because...Toph is Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
824,disabled geralt,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
825,kinda going off the selectively mute dean headcanon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
826,dissabilites,False,,False,,False,,False,,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag
827,Blind Character(s),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
828,Blind Harry Styles,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
829,Deaf Will Graham,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
830,Vision Disibiilty in a side character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
831,Mute Logan Walker,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
832,Disabled Eddie Kaspbrak,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
833,Blind Zayn,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
834,selective/trauma induced mutsim,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
835,Mustang is still blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
836,Dyslexic Kirishima Eijirou_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
837,Mute Stanley (The Stanley Parable)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
838,Mute Dave,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,False,,True,synned_tag
839,Blind Snape,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
840,dislexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
841,blind oikawa,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
842,characters with disabilities,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
843,Mute Bumblebee (Transformers),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
844,TommyInnit Is Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
845,Deaf Anxiety | Virgil Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
846,Deaf Tim Stoker (The Magnus Archives),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
847,Mute!Tubbo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
848,Selectively Mute Sam Winchester_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
849,handicapped castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
850,bones is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
851,disabled snape,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
852,uhh jaemin is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
853,Deaf Logic | Logan Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
854,Selectively Mute Sleep | Remy Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
855,tw : mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
856,ava's disability and abuse are finally talked about,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
857,this author remembers that anduin is canonically disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
858,Mute Draco Malfoy_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
859,Disabled Warrior of Light (Final Fantasy XIV)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
860,Leaning into the Disability Narrative for the Burnish,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
861,Deaf!Hartley,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
862,Neo is a mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
863,Kaminari has dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
864,Mute!Daryl,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
865,Mute Flower Kid,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
866,Magical Disability Aids,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
867,Mute Zhongli (Genshin Impact)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
868,Dyslexic Kaminari,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
869,Deaf Character_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
870,Deaf Park Jimin (BTS)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
871,Blind Katsuki Yuuri,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
872,Deaf!Sugawara Koushi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
873,(character assumes another character is faking a disability),False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
874,Deaf Lee Felix (Stray Kids),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
875,Deaf! Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
876,Character with Canon Disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
877,Mute Katsuki Bokugou,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
878,blind!draco (temporary),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
879,Rethulien is Mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
880,Dyslexic Inquisitor (Dragon Age),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
881,"Deaf Creativity | Roman ""Princey"" Sanders",False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
882,Victor can’t talk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
883,Jason Todd partially mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
884,Deaf Scott McCall (Teen Wolf),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
885,childe is blind for like 3 chapters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
886,Crippled Charles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
887,Dyslexic Kirishima Eijirou,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
888,Deaf Stiles,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,False,,True,synned_tag
889,Mute Todoroki Shouto,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
890,zayn might be mute idk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
891,mute character sort of,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
892,dyslexia/learning disabilities,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
893,Magic used to help with disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
894,Blind Rey (Star Wars),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
895,Crippled Jeon Jungkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
896,Blind Jared,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
897,Deaf!Sirius,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
898,Mute Drifter (Hyper Light Drifter)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
899,Formerly active character learns to cope with new disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
900,desability,False,,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag
901,hidden disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
902,Yuuri goes blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
903,special needs character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
904,mute!john egbert,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
905,blind 76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
906,Deaf Patton Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
907,Deaf Zuko (Avatar),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
908,Geralt is Disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
909,Deaf Tony Stark_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
910,Partially Deaf Merlin (Merlin),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
911,Deaf Peter Parker_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
912,Deaf background character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
913,Disability: Faceblindness,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
914,Blind Dean,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,True,synned_tag
915,"Selectively Mute Jonathan ""Jon"" Sims | The Archivist_synned_tags",False,,False,,False,,False,,False,,False,,False,,True,connection_node
916,Blind Louis Tomlinson,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
917,blind!fic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
918,Blind Dave,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,True,synned_tag
919,Disabled Crowley (Good Omens)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
920,mute!jungkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
921,Quirk Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
922,Blind Yoo Kihyun_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
923,Blind Violet (Walking Dead: Done Running)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
924,muteDean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
925,Mute Bucky Barnes_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
926,Mute Bruno Madrigal,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
927,discapacitado,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
928,Blind Crowley (Good Omens),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
929,temporary disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
930,Mute Roman,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
931,Mute Reid,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
932,Deaf Iwaizumi Hajime,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
933,mans can't fly so that counts as a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
934,mute!Karkat,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
935,Deaf Katsuki Yuuri_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
936,Selectively Mute Jung Hoseok | J-Hope_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
937,Mute!Sam (past),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
938,Deaf Eddie Kaspbrak_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
939,shiro's disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
940,half-blind!Eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
941,Deaf Bakugou Katsuki,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
942,Deaf Isak Valtersen_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
943,canon disabled character(s),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
944,Namjoon is temporarily mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
945,but she’s still blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
946,darcy is a mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
947,Mute!Castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
948,Blind crowley,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
949,Alien with a developmental disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
950,blind!minghao,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
951,mute!Dean Winchster,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
952,Mute Tyler Joseph_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
953,Dealing with disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
954,possible loss of sight,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
955,Blind!Kent,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
956,physical abuse that lead to disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
957,Disabled side characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
958,Jeon Jungkook is Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
959,niall is a selective mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
960,mics deaf too,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
961,Jimin is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
962,undeath as disability allegory,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
963,Blind Xu Ming Hao | The8,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
964,Disabled Deku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
965,Blind Anxiety | Virgil Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
966,Bill is Blinded,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
967,disability slur,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
968,Blind Inquisitor Headcannon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
969,blind!eraserhead,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
970,Blind Loki (Marvel)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
971,in depth discussion of disability and medical complications,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
972,Geralt goes Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
973,Mute Alec Lightwood,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
974,глухой шерлок,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
975,Blind!Geralt,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
976,Todoroki doesn't speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
977,Mute!Daryl Dixon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
978,Magical disability accomidations,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
979,Paralized Patton,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
980,Dyslexic Reggie,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
981,Mute Niall Horan,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
982,Blind Gojo Satoru,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
983,OC has a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
984,Deaf!Tony Stark,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
985,Partially Blind!76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
986,Mute Kaeya (Genshin Impact),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
987,Moon is mostly mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
988,Blind Kaneki Ken | Sasaki Haise_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
989,Deaf Park Jimin,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
990,Coming to Terms With A Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
991,Lena is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
992,Mute Taehyung,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
993,guess seletive mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
994,Selectively Mute Louis Tomlinson,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
995,Blind Dean Winchester,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
996,not being able to talk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
