,Tags,rata_disability_2013.json_presence,rata_disability_2013.json_type,rata_disability_2014.json_presence,rata_disability_2014.json_type,rata_disability_2015.json_presence,rata_disability_2015.json_type,rata_disability_2016.json_presence,rata_disability_2016.json_type,rata_disability_2017.json_presence,rata_disability_2017.json_type,rata_disability_2018.json_presence,rata_disability_2018.json_type,rata_disability_2021.json_presence,rata_disability_2021.json_type,rata_disability_current_expanded_full.json_presence,rata_disability_current_expanded_full.json_type
3302,Slightly Deaf! Castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3303,Blind!Merlin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3304,Blind Scott_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3305,Selectively Mute! Barry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3306,minor permanent injury,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3307,Blind Anxiety | Virgil Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3308,deaf!Phil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3309,Jeon Jungkook in a Wheelchair_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3310,hoh!carmilla,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3311,Deaf!musician Lan Zhan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3312,Amputee Eddie Kaspbrak_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3313,Dyslexic Jaime Lannister_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3314,Mute Derek Hale_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3315,mostly-blind!76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3316,Dyslexia,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
3317,Mute!Yuuri,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3318,Kirishima Eijirou is dyslexic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3319,disability!tony,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3320,Mute Joseph Wilson,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
3321,Blind!kirk in the beginning which was a nice surprise,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3322,Mute Jon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3323,deaf!felix,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3324,noncanonical acquisition of disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3325,Jackson Has A Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3326,Selectively Mute Guardian (Destiny),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3327,queer character with a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3328,Disabled Dean Winchester_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3329,глухой!Стайлз,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3330,Deaf!Alec,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3331,Blind Liam Payne,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3332,Disabled Harry,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3333,mute peter,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3334,Blind hoseok,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3335,Disability: Deafness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3336,he just has a learning disability guys he's not dumb,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3337,Eli is partially blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3338,Sam Winchester jest ślepy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3339,She doesn't talk because of trauma,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3340,Dyslexic Eren Yaeger,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3341,Disabled Inquisitor (Dragon Age)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3342,Deaf Spock,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3343,Mute! Izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3344,Tim doesn't knows about Jason's disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3345,Blind Park Jimin (BTS)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3346,blindkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3347,Partly blind nico,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3348,Mute Jason Todd_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3349,Deaf Jooheon (mentioned),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3350,Mute Logic | Logan Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3351,Dyslexic Dewey Duck (Disney),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
3352,Hank es mudo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3353,Blind Deceit Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3354,blindlouis,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3355,Blind Shouta,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3356,blind!Levi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3357,Blind Toby Smith | Tubbo_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3358,Blind Lena Luthor,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3359,Steve Harrington has Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3360,Deaf Zayn Malik,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3361,references to disability,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
3362,Mute!Reid,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3363,disabled!Taako,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3364,Blatant Fetishization of Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3365,Blind Jared Padalecki_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3366,Deaf Eddie,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3367,Disabled Richie Tozier,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3368,Mute Six (Little Nightmares),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
3369,Deaf!Ethan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3370,Deaf Zuko (Avatar)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3371,Overcoming said disability lin kuei style,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3372,sight loss,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3373,Sex around a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3374,肢体残缺,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3375,Developmental Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3376,Disabled Ashton (Critical Role),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3377,Blind America (Hetalia)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3378,Naruto Has A Learning Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3379,Visually Impaired Ezra Bridger,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3380,Blind Eddie,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3381,Amphibia blind AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3382,like really mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3383,Selectively Mute Mirabel Madrigal_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3384,projecting my disability feels onto characters with fantasy medical conditions,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3385,Blind Do Kyungsoo | D*d*O_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3386,Dyslexic!Richie,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3387,Deaf Miyuki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3388,basically a rewrite of the series from nico's perspective w/ him blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3389,calling someone weak bc of a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3390,Blind! Jack,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3391,Mute Ian Gallagher,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3392,disabled harry aswell,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3393,depictions of sex with a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3394,Blind Zhongli (Genshin Impact),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3395,Temporary disability kink,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3396,Blind Terezi Pyrope_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3397,What if Ariel was mute?,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3398,disabilty,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag
3399,Mute Jeongguk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3400,blind!ben,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3401,Deaf Akaashi Keiji_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3402,mention of mental and physical disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3403,character with minor disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3404,soulmate au in which everyone has a disability that disappears after you first kiss your soulmate,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3405,temporary mute aizawa shotua,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3406,Blind Jensen Ackles_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3407,Mute Michael,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
3408,Half-Blind!Keith,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3409,about deafness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3410,Blind Yusuke,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3411,Tim is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3412,Mute Kim Namjoon | RM_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3413,Blind!Baekhyun,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3414,Terezi is blind again!,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3415,deaf! jungkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3416,Mute Severus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3417,Mute Remus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3418,Deaf Jooheon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3419,Cas is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3420,Blind!Tony Stark,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3421,Blind V | Kim Jihyun_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3422,Mute Player (Stardew Valley),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
3423,Mute kook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3424,Blind Q (James Bond),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3425,Disabled Castiel,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
3426,Learning to live with physical disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3427,disability feelings,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3428,mute!Draco Malfoy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3429,Partially Blind 76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3430,Bruno is the mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3431,Toph Beifong Is Still Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3432,Blind Sollux Captor,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
3433,Blind Alec Lightwood,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
3434,Mute Ranboo (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3435,Mute Link (kind of?),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3436,Link is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3437,Bakugou Katsuki goes Deaf :),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3438,Blind Gojo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3439,blind! Dan Howell,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3440,Deaf Wilbur Soot,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
3441,wing disability?,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3442,Mute Louis Tomlinson,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3443,voiceless Dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3444,Mute Gabriel (Supernatural)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3445,Blind!Jungkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3446,Blind Eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3447,Physically Disabled Characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3448,deaf!harry 'verse,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3449,Mute! Loki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3450,Mute Stanley (The Stanley Parable),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
3451,dyslexic!mickey,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3452,Jeongguk is in a wheelchair,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3453,WWX is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3454,Ceguera de personaje,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3455,Blind Liam Payne_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3456,Derogatory reference to disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
3457,Blind Locus | Samuel Ortez_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3458,Disabled Character(s),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3459,Dean loses the ability to speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3460,deaf!eddie,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3461,Lame!Castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3462,joon is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3463,Jason is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3464,Sort of mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3465,jungkook is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3466,Peter Parker is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3467,Mute Hyakuya Mikaela,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
3468,They are also both deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3469,selectively mute harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
3470,Joshua is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
